Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Box type (product.metafields.shopify.box-type),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
krtl048t,Toyota Land Cruiser Prado 250 (2024-Current) 3/4 Slimline II Roof Rack Kit,"<p>This 1358mm/53.5” long 3/4 Slimline II cargo roof rack kit contains the Slimline II Tray, Wind Deflector and 2 Foot Rails to mount the Slimline II Tray to your Toyota Land Cruiser Prado. No drilling required for installation. All Front Runner Dometic Rack Kits contain installation instructions as well as all the components needed to mount the Slimline II Tray to your vehicle.  All Front Runner Dometic Racks are backed by a limited lifetime warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,"Default, Rack Systems, RACKS, Roof Racks, SLIMLINE II RACKS, SPORT UTILITY RACK KITS",true,Title,Default Title,,,,,,,,KRTL048T,31800.0,,0,deny,manual,12320.00,,true,true,,,,,'6009542279114,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtl048t_01.jpg?v=1771847963,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,12320.00,active
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtl048t_02.jpg?v=1771847964,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtl048t_03.jpg?v=1771847963,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krtl048t_2.jpg?v=1771847963,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krtl048t_1.jpg?v=1771847963,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtl048t_04.jpg?v=1771847963,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krtl048t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krtl048t_05.jpg?v=1771847963,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs002t,BYD Shark (2025-Current) Slimsport Roof Rack Kit,"<p>This low-profile flat deck Slimsport rack has a load-carrying area of 1610mm (63.4'') L x 1295mm (51'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner top mount accessories. Easily add on the RRAC182 for most Front Runner side mount accessories (sold separately). The included standard full fairing with rubber edge trim, makes the rack ultra-quiet. Need a lightbar? The optional lightbar fairing RRAC385 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. Note: No drilling required for installation. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport Tray range. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSBS002T,31000.0,,0,deny,manual,11799.00,,true,true,,,,,'6009542280387,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs002t-01.jpg?v=1771847964,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,11799.00,active
ksbs002t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs002t-02_1.jpg?v=1771847965,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs002t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs002t-03.jpg?v=1771847965,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs002t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs002t-4.jpg?v=1771847965,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs002t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs002t-5.jpg?v=1771847965,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs003t,BYD Shark (2025-Current) Slimsport Roof Rack Kit / Light Bar Ready,"<p>This low-profile flat deck Slimsport rack has a load carrying area of 1610mm (63.4'') L x 1295mm (51'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the Rack Accessory Mounting Bracket RRAC182 for most Front Runner side mount accessories (sold separately). The RRAC385, it has a 40'' cutout to allow the use of the LIGH213 (sold separately). Fitment guide and all mounting hardware included. Note: No drilling required for installation. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range. All Front Runner Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSBS003T,31000.0,,0,deny,manual,11799.00,,true,true,,,,,'6009542280394,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs003t-01.jpg?v=1771847966,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,11799.00,active
ksbs003t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs003t-02.jpg?v=1771847966,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs003t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs003t-03.jpg?v=1771847966,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs003t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs003t-04.jpg?v=1771847966,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs003t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs003t-5.jpg?v=1771847966,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,Lexus GX 550 (2024-Current) 3/4 Slimline II Roof Rack Kit,"<p>This 1358mm/53.5” long 3/4 Slimline II cargo roof rack kit contains the Slimline II Tray, Wind Deflector and 2 Foot Rails to mount the Slimline II Tray to your Lexus GX 550. No drilling required for installation. All Front Runner Dometic Rack Kits contain installation instructions as well as all the components needed to mount the Slimline II Tray to your vehicle.  All Front Runner Dometic Racks are backed by a limited lifetime warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,"Default, Rack Systems, RACKS, Roof Racks, SLIMLINE II RACKS, SPORT UTILITY RACK KITS",true,Title,Default Title,,,,,,,,KRLE012T,31000.0,,0,deny,manual,12320.00,,true,true,,,,,'6009542281254,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krle012t_01.jpg?v=1771847968,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,12320.00,active
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krle012t_02.jpg?v=1771847968,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krle012t_03.jpg?v=1771847968,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krle012t_2.jpg?v=1771847968,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/gen_krle012t_1.jpg?v=1771847968,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krle012t_04.jpg?v=1771847968,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krle012t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/krle012t_05.jpg?v=1771847968,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr011t,Ford Ranger T6.2 Wildtrak Raptor Double Cab (2022-Current) Slimsport Roof Rack Kit,"<p>This low-profile flat deck Slimsport rack has a load-carrying area of 1272mm (50'') L x 1166mm (45.9'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The included standard full fairing with rubber edge trim, makes the rack ultra-quiet. Need a lightbar? The optional lightbar fairing RRAC377 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. Drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport Tray range. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSFR011T,28000.0,,0,deny,manual,10619.00,,true,true,,,,,'6009542278506,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr011t-1.jpg?v=1771847970,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,10619.00,active
ksfr011t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr011t-2.jpg?v=1771847970,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr011t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr011t-3.jpg?v=1771847970,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr011t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr011t-4.jpg?v=1771847971,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr011t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr011t-5.jpg?v=1771847969,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth006t,Toyota Hilux Double Cab (2016-Current) Slimsport Roof Rack Kit,"<p>This low-profile flat deck Slimsport rack has a load-carrying area of 1404mm (55.3'') x 1176mm (46.3''). The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The included standard full fairing with rubber edge trim, makes the rack ultra-quiet. Need a lightbar? The optional lightbar fairing RRAC386 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. Note: Drilling required. Note: Under Rack Tables are not compatible with the Slimsport rack kit range Note: Some side mount accessories are not suited for low profile foot rails such as JADA010 and RRAC103. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSTH006T,28000.0,,0,deny,manual,10365.00,,true,true,,,,,'6009542280530,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth006t-1.jpg?v=1771847971,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,10365.00,active
ksth006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth006t-2.jpg?v=1771847971,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth006t-3.jpg?v=1771847971,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth006t-4.jpg?v=1771847971,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth006t-5.jpg?v=1771847971,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr010t,Ford Ranger T6.2 Wildtrak Raptor Double Cab (2022-Current) Slimsport Roof Rack Kit / Light Bar Ready,<p>This low-profile flat deck Slimsport rack has a load carrying area of 1272mm (50'') L x 1166mm (45.9'') W. The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The RRAC377 has a 40'' cutout to allow the use of the LIGH213 (sold separately). Drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range. Note: Only compatible with rear factory antenna or when no front antenna is fitted. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>,Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSFR010T,27000.0,,0,deny,manual,10619.00,,true,true,,,,,'6009542278490,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr010t-1.jpg?v=1771847973,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,10619.00,active
ksfr010t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr010t-2.jpg?v=1771847973,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr010t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr010t-3.jpg?v=1771847972,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr010t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr010t-4.jpg?v=1771847972,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfr010t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksfr010t-5.jpg?v=1771847973,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth007t,Toyota Hilux Double Cab (2016-Current) Slimsport Roof Rack Kit / Light Bar Ready,"<p>This low-profile flat deck Slimsport rack has a load carrying area of 1404mm (55.3'')  x 1176mm (46.3''). The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The included 40'' Light Bar wind fairing with rubber edge trim, makes the rack ultra-quiet. Included in the Toyota Hilux DC Slimsport is a 40'' cutout to allow the use of the LIGH213 (sold separately). Fitment guide and all mounting hardware included. Note: Drilling required. Note: Under Rack Tables are not compatible with the Slimsport rack kit range. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSTH007T,27000.0,,0,deny,manual,10365.00,,true,true,,,,,'6009542280547,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth007t-1.jpg?v=1771847974,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,10365.00,active
ksth007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth007t-2.jpg?v=1771847974,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth007t-3.jpg?v=1771847975,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth007t-4.jpg?v=1771847974,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksth007t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksth007t-5.jpg?v=1771847975,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs001,BYD Shark (2025-Current) Slimsport Tray,"<p>This low profile flat deck Slimsport Tray has a load carrying area of 1610mm (63'') L x 1295mm (51'') W. The sleek side rails have integrated mounting feet. Mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have top and bottom T-slots suitable for all Front Runner top mount accessories. Effortlessly access your Slimsport cargo with the RRAC190. Easily add on the RRAC182 (sold separately) for all Front Runner side mount accessories. Add a standard full fairing RRAC384 (sold separately) with rubber edge trim, making the rack ultra-quiet. Need a lightbar? The optional RRAC385 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. No drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range.</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSBS001,26100.0,,0,deny,manual,10789.00,,true,true,,,,,'6009542281483,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs001-1.jpg?v=1771847976,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,10789.00,active
ksbs001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs001-2.jpg?v=1771847976,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs001-3.jpg?v=1771847976,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs001-4.jpg?v=1771847976,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksbs001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksbs001-5.jpg?v=1771847976,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva005t,Volkswagen Amarok (2010-2022) Slimsport Roof Rack Kit,"<p>This low-profile flat deck Slimsport rack has a load-carrying area of 1403mm (55.2'') L x 1201mm (47.3''). The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The included standard full fairing with rubber edge trim, makes the rack ultra-quiet. Need a lightbar? The optional lightbar fairing RRAC367 (sold separately) has a 40'' cutout to allow use of LIGH213 (sold separately). Fitment guide and all mounting hardware included. No drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport Tray range. All Front Runner Dometic Racks are backed by a Limited Lifetime Warranty*</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSVA005T,26000.0,,0,deny,manual,9235.00,,true,true,,,,,'6009542278940,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva005t-1.jpg?v=1771847977,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,9235.00,active
ksva005t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva005t-2.jpg?v=1771847977,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva005t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva005t-3.jpg?v=1771847978,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva005t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva005t-4.jpg?v=1771847978,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva005t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva005t-5.jpg?v=1771847977,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva006t,Volkswagen Amarok (2010-2022) Slimsport Roof Rack Kit / Light Bar Ready,<p>This low-profile flat deck Slimsport rack has a load carrying area of 1403mm(55.2'') L x 1201mm(47.3''). The sleek side rails have integrated mounting feet. The mounting feet also have additional brace brackets for added strength. The high-strength aluminum slats have T-slots suitable for all Front Runner Dometic top mount accessories. Easily add on the Rack Accessory Mounting Bracket RRAC182 for most Front Runner Dometic side mount accessories (sold separately). The RRAC367 has a 40'' cutout to allow the use of the LIGH213 (sold separately) and allows full operation of the moon roof. Fitment guide and all mounting hardware included. No drilling required. Note: Under Rack Tables and some side mount accessories such as JADA010 and RRAC103 are not compatible with the Slimsport rack kit range. Note: Only compatible with rear factory antenna or when no front antenna is fitted. All Front Runner Racks are backed by a Limited Lifetime Warranty*</p>,Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,Roof Racks,true,Title,Default Title,,,,,,,,KSVA006T,26000.0,,0,deny,manual,9235.00,,true,true,,,,,'6009542278957,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva006t_01.jpg?v=1771847979,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,9235.00,active
ksva006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva006t_02.jpg?v=1771847979,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva006t_03.jpg?v=1771847979,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva006t_06.jpg?v=1771847979,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksva006t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/ksva006t_05.jpg?v=1771847979,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tbra063,Pro Stainless Steel Camp Table Kit / Top Mount,"<p>A complete TBRA015 and storage solution. This kit fits to the top of your Slimsport or Slimpro Roof Rack, in either N-S or E-W orientation. Safely store your TBRA015 above your rack. This bracket can be used in combination with other accessories to gain back space above your mounted table. Use in combination with RRAC360*.  RRAC360* adds two (2) SBOX031's* above your TBRA059. Use in combination with RRAC361*. RRAC361* secures 1 or 2 pairs of MAXTRAX MKII / Xtreme* or 1 or 2 pairs of Tred Pro* recovery boards. Use in combination with RRAC149*. RRAC149* is easily added with use of your TBRA015. Use in combination with RRAC314*. RRAC314* is easily added with use of your larger TBRA015. These brackets are made of high strength steel and sealed in the same black powder-coating as the roof rack. The RRAC134* offers a keyless solution for added security and peace of mind. (sold separately). TBRA059 can load two (2) x fully packed SBOX031's* or 1-2 pairs of recovery boards*.  Installation hardware is included. Note: *Additional accessories are sold separately.</p>",Front Runner,Sporting Goods > Outdoor Recreation > Camping & Hiking,Racks,"CAMP, Default, Expedition, Rack Accessories, Rack Camping Essentials, Rack Systems, RACKS, Storage, Tables, Vehicle Accessories",true,Title,Default Title,,,,,,,,TBRA063,23000.0,,0,deny,manual,8925.00,,true,true,,,,,'6009542281636,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/tbra063-1_1.jpg?v=1771847981,1,"",false,,,1013,,adult,,new,,,,,,,,,,,,,,,,,,,,,,,kg,,8925.00,active
tbra063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0665/7887/4670/files/tbra063-3_1.jpg?v=1771847981,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
